Date,Open,High,Low,Close,Adj Close,Volume,Ticker,Daily Returns %
2020-03-04,9.899999618530273,9.920000076293945,9.899999618530273,9.899999618530273,9.899999618530273,569900,ARVL,0.0
2020-03-05,9.899999618530273,9.899999618530273,9.899999618530273,9.899999618530273,9.899999618530273,175200,ARVL,0.0
2020-03-06,9.899999618530273,9.899999618530273,9.899999618530273,9.899999618530273,9.899999618530273,700,ARVL,0.0
2020-03-09,9.899999618530273,9.899999618530273,9.899999618530273,9.899999618530273,9.899999618530273,600,ARVL,0.0
2020-03-10,9.899999618530273,9.899999618530273,9.899999618530273,9.899999618530273,9.899999618530273,0,ARVL,0.0
2020-03-11,9.899999618530273,9.899999618530273,9.850000381469727,9.850000381469727,9.850000381469727,214200,ARVL,-0.5050428180518417
2020-03-12,9.8100004196167,9.8100004196167,9.800000190734863,9.800000190734863,9.800000190734863,1000,ARVL,-0.10193912797229698
2020-03-13,9.800000190734863,9.800000190734863,9.739999771118164,9.75,9.75,37500,ARVL,-0.5102060179767605
2020-03-16,9.75,9.75,9.75,9.75,9.75,0,ARVL,0.0
2020-03-17,9.75,9.75,9.75,9.75,9.75,0,ARVL,0.0
2020-03-18,9.600000381469727,9.600000381469727,9.600000381469727,9.600000381469727,9.600000381469727,1000,ARVL,0.0
2020-03-19,9.5,9.5,9.5,9.5,9.5,2000,ARVL,0.0
2020-03-20,9.430000305175781,9.538000106811523,9.399999618530273,9.538000106811523,9.538000106811523,95300,ARVL,1.1452788774191773
2020-03-23,9.350000381469727,9.350000381469727,9.350000381469727,9.350000381469727,9.350000381469727,1000,ARVL,0.0
2020-03-24,9.3100004196167,9.649999618530273,9.300000190734863,9.649999618530273,9.649999618530273,512300,ARVL,3.6519783414528812
2020-03-25,9.649999618530273,9.649999618530273,9.649999618530273,9.649999618530273,9.649999618530273,0,ARVL,0.0
2020-03-26,9.5,9.670000076293945,9.5,9.670000076293945,9.670000076293945,12700,ARVL,1.7894744873046875
2020-03-27,9.680000305175781,9.699999809265137,9.680000305175781,9.699999809265137,9.699999809265137,600,ARVL,0.20660644069052322
2020-03-30,9.699999809265137,9.699999809265137,9.699999809265137,9.699999809265137,9.699999809265137,0,ARVL,0.0
2020-03-31,9.699999809265137,9.699999809265137,9.699999809265137,9.699999809265137,9.699999809265137,0,ARVL,0.0
2020-04-01,9.574999809265137,9.574999809265137,9.574999809265137,9.574999809265137,9.574999809265137,150000,ARVL,0.0
2020-04-02,9.574999809265137,9.574999809265137,9.5600004196167,9.5600004196167,9.5600004196167,402600,ARVL,-0.15665159213813787
2020-04-03,9.5600004196167,9.5600004196167,9.5600004196167,9.5600004196167,9.5600004196167,0,ARVL,0.0
2020-04-06,9.5600004196167,9.5600004196167,9.5600004196167,9.5600004196167,9.5600004196167,31900,ARVL,0.0
2020-04-07,9.5600004196167,9.5600004196167,9.5600004196167,9.5600004196167,9.5600004196167,0,ARVL,0.0
2020-04-08,9.680000305175781,9.680000305175781,9.680000305175781,9.680000305175781,9.680000305175781,1100,ARVL,0.0
2020-04-09,9.699999809265137,9.699999809265137,9.699999809265137,9.699999809265137,9.699999809265137,4400,ARVL,0.0
2020-04-13,9.699999809265137,9.699999809265137,9.699999809265137,9.699999809265137,9.699999809265137,0,ARVL,0.0
2020-04-14,9.710000038146973,9.710000038146973,9.710000038146973,9.710000038146973,9.710000038146973,12100,ARVL,0.0
2020-04-15,9.5,9.729999542236328,9.5,9.729999542236328,9.729999542236328,16200,ARVL,2.4210478130139803
2020-04-16,9.699999809265137,9.729999542236328,9.699999809265137,9.725000381469727,9.725000381469727,33500,ARVL,0.25773786284727634
2020-04-17,9.725000381469727,9.725000381469727,9.725000381469727,9.725000381469727,9.725000381469727,0,ARVL,0.0
2020-04-20,9.699999809265137,9.699999809265137,9.699999809265137,9.699999809265137,9.699999809265137,1100,ARVL,0.0
2020-04-21,9.850000381469727,9.850000381469727,9.75,9.75,9.75,2300,ARVL,-1.015232259867237
2020-04-22,9.75,9.75,9.75,9.75,9.75,0,ARVL,0.0
2020-04-23,9.75,9.75,9.75,9.75,9.75,1400,ARVL,0.0
2020-04-24,9.720000267028809,9.720000267028809,9.720000267028809,9.720000267028809,9.720000267028809,2100,ARVL,0.0
2020-04-27,9.720000267028809,9.720000267028809,9.720000267028809,9.720000267028809,9.720000267028809,0,ARVL,0.0
2020-04-28,9.720000267028809,9.720000267028809,9.720000267028809,9.720000267028809,9.720000267028809,0,ARVL,0.0
2020-04-29,9.720000267028809,9.720000267028809,9.720000267028809,9.720000267028809,9.720000267028809,0,ARVL,0.0
2020-04-30,9.720000267028809,9.720000267028809,9.720000267028809,9.720000267028809,9.720000267028809,0,ARVL,0.0
2020-05-01,9.579999923706055,9.579999923706055,9.579999923706055,9.579999923706055,9.579999923706055,27700,ARVL,0.0
2020-05-04,9.699999809265137,9.699999809265137,9.699999809265137,9.699999809265137,9.699999809265137,200,ARVL,0.0
2020-05-05,9.75,9.75,9.699999809265137,9.699999809265137,9.699999809265137,20000,ARVL,-0.5128224690755209
2020-05-06,9.699999809265137,9.699999809265137,9.699999809265137,9.699999809265137,9.699999809265137,0,ARVL,0.0
2020-05-07,9.699999809265137,9.699999809265137,9.699999809265137,9.699999809265137,9.699999809265137,0,ARVL,0.0
2020-05-08,9.680000305175781,9.819999694824219,9.649999618530273,9.699999809265137,9.699999809265137,59800,ARVL,0.20660644069052322
2020-05-11,9.699999809265137,9.699999809265137,9.699999809265137,9.699999809265137,9.699999809265137,0,ARVL,0.0
2020-05-12,9.6899995803833,9.819999694824219,9.6899995803833,9.699999809265137,9.699999809265137,7600,ARVL,0.10320154091730482
2020-05-13,9.6899995803833,9.699999809265137,9.6899995803833,9.699999809265137,9.699999809265137,500,ARVL,0.10320154091730482
2020-05-14,9.699999809265137,9.774999618530273,9.699999809265137,9.699999809265137,9.699999809265137,33000,ARVL,0.0
2020-05-15,9.84000015258789,9.850000381469727,9.699999809265137,9.725000381469727,9.725000381469727,101200,ARVL,-1.1686968428340874
2020-05-18,9.725000381469727,9.725000381469727,9.725000381469727,9.725000381469727,9.725000381469727,0,ARVL,0.0
2020-05-19,9.850000381469727,9.850000381469727,9.699999809265137,9.699999809265137,9.699999809265137,26200,ARVL,-1.5228483898008554
2020-05-20,9.699999809265137,9.699999809265137,9.699999809265137,9.699999809265137,9.699999809265137,0,ARVL,0.0
2020-05-21,9.699999809265137,9.699999809265137,9.699999809265137,9.699999809265137,9.699999809265137,0,ARVL,0.0
2020-05-22,9.699999809265137,9.699999809265137,9.699999809265137,9.699999809265137,9.699999809265137,0,ARVL,0.0
2020-05-26,9.699999809265137,9.699999809265137,9.699999809265137,9.699999809265137,9.699999809265137,0,ARVL,0.0
2020-05-27,9.699999809265137,9.699999809265137,9.699999809265137,9.699999809265137,9.699999809265137,0,ARVL,0.0
2020-05-28,9.699999809265137,9.699999809265137,9.699999809265137,9.699999809265137,9.699999809265137,0,ARVL,0.0
2020-05-29,9.75,9.75,9.6899995803833,9.699999809265137,9.699999809265137,59000,ARVL,-0.5128224690755209
2020-06-01,9.699999809265137,9.699999809265137,9.699999809265137,9.699999809265137,9.699999809265137,1500,ARVL,0.0
2020-06-02,9.720000267028809,9.720000267028809,9.720000267028809,9.720000267028809,9.720000267028809,1500,ARVL,0.0
2020-06-03,9.75,9.75,9.720000267028809,9.720000267028809,9.720000267028809,2700,ARVL,-0.3076895689352965
2020-06-04,9.819999694824219,9.819999694824219,9.770000457763672,9.770000457763672,9.770000457763672,3600,ARVL,-0.5091572160322951
2020-06-05,9.819999694824219,9.850000381469727,9.819999694824219,9.850000381469727,9.850000381469727,3400,ARVL,0.3055059834810396
2020-06-08,9.850000381469727,9.850000381469727,9.850000381469727,9.850000381469727,9.850000381469727,0,ARVL,0.0
2020-06-09,9.850000381469727,9.850000381469727,9.850000381469727,9.850000381469727,9.850000381469727,0,ARVL,0.0
2020-06-10,9.850000381469727,9.850000381469727,9.850000381469727,9.850000381469727,9.850000381469727,0,ARVL,0.0
2020-06-11,9.850000381469727,9.850000381469727,9.850000381469727,9.850000381469727,9.850000381469727,0,ARVL,0.0
2020-06-12,9.850000381469727,9.850000381469727,9.850000381469727,9.850000381469727,9.850000381469727,0,ARVL,0.0
2020-06-15,9.850000381469727,9.850000381469727,9.850000381469727,9.850000381469727,9.850000381469727,0,ARVL,0.0
2020-06-16,9.779999732971191,9.779999732971191,9.779999732971191,9.779999732971191,9.779999732971191,5100,ARVL,0.0
2020-06-17,9.829999923706055,9.829999923706055,9.800000190734863,9.800000190734863,9.800000190734863,109700,ARVL,-0.30518548529022843
2020-06-18,9.899999618530273,9.899999618530273,9.899999618530273,9.899999618530273,9.899999618530273,2800,ARVL,0.0
2020-06-19,9.880000114440918,9.880000114440918,9.800000190734863,9.800000190734863,9.800000190734863,1100,ARVL,-0.8097158176053489
2020-06-22,9.899999618530273,9.899999618530273,9.899999618530273,9.899999618530273,9.899999618530273,500,ARVL,0.0
2020-06-23,9.90999984741211,9.90999984741211,9.819999694824219,9.819999694824219,9.819999694824219,2300,ARVL,-0.9081751157785659
2020-06-24,9.859999656677246,9.859999656677246,9.859999656677246,9.859999656677246,9.859999656677246,1600,ARVL,0.0
2020-06-25,9.829000473022461,9.899999618530273,9.800000190734863,9.800000190734863,9.800000190734863,31600,ARVL,-0.2950481319763325
2020-06-26,9.8100004196167,9.8100004196167,9.800000190734863,9.800000190734863,9.800000190734863,600,ARVL,-0.10193912797229698
2020-06-29,9.800000190734863,9.800000190734863,9.800000190734863,9.800000190734863,9.800000190734863,0,ARVL,0.0
2020-06-30,9.899999618530273,9.899999618530273,9.899999618530273,9.899999618530273,9.899999618530273,268800,ARVL,0.0
2020-07-01,10.043999671936035,10.043999671936035,9.829999923706055,9.850000381469727,9.850000381469727,312400,ARVL,-1.9314943927005743
2020-07-02,10.0,10.15999984741211,9.850000381469727,9.899999618530273,9.899999618530273,21400,ARVL,-1.0000038146972656
2020-07-06,9.899999618530273,9.899999618530273,9.899999618530273,9.899999618530273,9.899999618530273,0,ARVL,0.0
2020-07-07,9.880000114440918,9.880000114440918,9.880000114440918,9.880000114440918,9.880000114440918,300,ARVL,0.0
2020-07-08,9.899999618530273,9.899999618530273,9.859999656677246,9.859999656677246,9.859999656677246,900,ARVL,-0.40404003428603796
2020-07-09,9.984999656677246,9.989999771118164,9.949999809265137,9.989999771118164,9.989999771118164,1700,ARVL,0.05007626051919044
2020-07-10,9.989999771118164,9.989999771118164,9.989999771118164,9.989999771118164,9.989999771118164,8600,ARVL,0.0
2020-07-13,10.180000305175781,10.180000305175781,9.989999771118164,9.989999771118164,9.989999771118164,118900,ARVL,-1.8664099053220646
2020-07-14,9.930000305175781,10.029999732971191,9.930000305175781,10.010000228881836,10.010000228881836,15000,ARVL,0.8056386832572059
2020-07-15,10.029999732971191,10.09000015258789,10.029999732971191,10.069999694824219,10.069999694824219,115800,ARVL,0.3988032195209056
2020-07-16,10.079999923706055,10.140000343322754,10.079999923706055,10.140000343322754,10.140000343322754,33000,ARVL,0.5952422626074705
2020-07-17,10.25,10.25,10.25,10.25,10.25,500,ARVL,0.0
2020-07-20,10.170000076293945,10.180000305175781,10.170000076293945,10.180000305175781,10.180000305175781,900,ARVL,0.0983306667336833
2020-07-21,10.1899995803833,10.326000213623047,10.1899995803833,10.300000190734863,10.300000190734863,118300,ARVL,1.0794957299441301
2020-07-22,10.25,10.399999618530273,10.180000305175781,10.300000190734863,10.300000190734863,104200,ARVL,0.48780673887671494
2020-07-23,10.199999809265137,10.300000190734863,10.149999618530273,10.300000190734863,10.300000190734863,118600,ARVL,0.980395915094935
2020-07-24,10.210000038146973,10.300000190734863,10.199999809265137,10.300000190734863,10.300000190734863,8400,ARVL,0.8814902277338765
2020-07-27,10.223999977111816,10.390000343322754,10.223999977111816,10.300000190734863,10.300000190734863,4500,ARVL,0.7433510738770192
2020-07-28,10.300000190734863,10.300000190734863,10.300000190734863,10.300000190734863,10.300000190734863,0,ARVL,0.0
2020-07-29,10.300000190734863,10.300000190734863,10.300000190734863,10.300000190734863,10.300000190734863,0,ARVL,0.0
2020-07-30,10.300000190734863,10.300000190734863,10.300000190734863,10.300000190734863,10.300000190734863,0,ARVL,0.0
2020-07-31,10.210000038146973,10.210000038146973,10.050000190734863,10.050000190734863,10.050000190734863,183900,ARVL,-1.5670895868199035
2020-08-03,10.149999618530273,10.149999618530273,10.149999618530273,10.149999618530273,10.149999618530273,24800,ARVL,0.0
2020-08-04,10.149999618530273,10.149999618530273,10.149999618530273,10.149999618530273,10.149999618530273,100,ARVL,0.0
2020-08-05,10.125,10.125,10.125,10.125,10.125,100,ARVL,0.0
2020-08-06,10.199999809265137,10.199999809265137,10.199999809265137,10.199999809265137,10.199999809265137,1100,ARVL,0.0
2020-08-07,10.079999923706055,10.079999923706055,10.079999923706055,10.079999923706055,10.079999923706055,100000,ARVL,0.0
2020-08-10,10.0600004196167,10.0600004196167,10.0600004196167,10.0600004196167,10.0600004196167,500,ARVL,0.0
2020-08-11,10.0600004196167,10.0600004196167,10.0600004196167,10.0600004196167,10.0600004196167,7300,ARVL,0.0
2020-08-12,10.050000190734863,10.114999771118164,10.050000190734863,10.114999771118164,10.114999771118164,10700,ARVL,0.6467619815890567
2020-08-13,10.100000381469727,10.100000381469727,10.100000381469727,10.100000381469727,10.100000381469727,400,ARVL,0.0
2020-08-14,10.100000381469727,10.100000381469727,10.100000381469727,10.100000381469727,10.100000381469727,0,ARVL,0.0
2020-08-17,10.052000045776367,10.052000045776367,10.029999732971191,10.029999732971191,10.029999732971191,2400,ARVL,-0.21886502889959533
2020-08-18,10.0,10.010000228881836,10.0,10.0,10.0,4900,ARVL,0.0
2020-08-19,10.045000076293945,10.045000076293945,9.979999542236328,9.979999542236328,9.979999542236328,5000,ARVL,-0.6470934152705236
2020-08-20,9.960000038146973,9.960000038146973,9.949999809265137,9.949999809265137,9.949999809265137,500,ARVL,-0.1004039040515551
2020-08-21,9.949999809265137,10.039999961853027,9.949999809265137,10.039999961853027,10.039999961853027,800,ARVL,0.904524163951091
2020-08-24,10.039999961853027,10.039999961853027,10.039999961853027,10.039999961853027,10.039999961853027,0,ARVL,0.0
2020-08-25,10.039999961853027,10.039999961853027,10.039999961853027,10.039999961853027,10.039999961853027,0,ARVL,0.0
2020-08-26,10.039999961853027,10.039999961853027,10.039999961853027,10.039999961853027,10.039999961853027,0,ARVL,0.0
2020-08-27,10.039999961853027,10.039999961853027,10.039999961853027,10.039999961853027,10.039999961853027,0,ARVL,0.0
2020-08-28,9.949999809265137,10.100000381469727,9.949999809265137,10.100000381469727,10.100000381469727,451200,ARVL,1.5075434681407118
2020-08-31,10.149999618530273,10.149999618530273,9.970000267028809,9.970000267028809,9.970000267028809,1000,ARVL,-1.7733926922800107
2020-09-01,9.970000267028809,9.970000267028809,9.970000267028809,9.970000267028809,9.970000267028809,0,ARVL,0.0
2020-09-02,10.024999618530273,10.024999618530273,10.024999618530273,10.024999618530273,10.024999618530273,500,ARVL,0.0
2020-09-03,10.045000076293945,10.079999923706055,9.989999771118164,10.010000228881836,10.010000228881836,113000,ARVL,-0.3484305340595119
2020-09-04,10.010000228881836,10.010000228881836,10.010000228881836,10.010000228881836,10.010000228881836,0,ARVL,0.0
2020-09-08,10.010000228881836,10.010000228881836,10.010000228881836,10.010000228881836,10.010000228881836,6700,ARVL,0.0
2020-09-09,10.010000228881836,10.010000228881836,10.010000228881836,10.010000228881836,10.010000228881836,0,ARVL,0.0
2020-09-10,10.050000190734863,10.050000190734863,10.050000190734863,10.050000190734863,10.050000190734863,1300,ARVL,0.0
2020-09-11,10.0600004196167,10.095999717712402,10.0600004196167,10.072999954223633,10.072999954223633,2400,ARVL,0.12922002052390466
2020-09-14,10.039999961853027,10.039999961853027,10.010000228881836,10.010000228881836,10.010000228881836,1400,ARVL,-0.29880212236230447
2020-09-15,9.949999809265137,10.0,9.949999809265137,10.0,10.0,551900,ARVL,0.5025144893802372
2020-09-16,10.069999694824219,10.100000381469727,10.010000228881836,10.020000457763672,10.020000457763672,13100,ARVL,-0.4965167683793029
2020-09-17,10.029999732971191,10.100000381469727,10.020000457763672,10.0649995803833,10.0649995803833,81800,ARVL,0.3489516285534472
2020-09-18,10.079999923706055,10.100000381469727,10.069999694824219,10.069999694824219,10.069999694824219,7200,ARVL,-0.09920862061037806
2020-09-21,10.100000381469727,10.100000381469727,10.069999694824219,10.069999694824219,10.069999694824219,9800,ARVL,-0.2970364902218171
2020-09-22,10.0600004196167,10.0600004196167,10.050000190734863,10.050000190734863,10.050000190734863,25000,ARVL,-0.09940584954982498
2020-09-23,10.050000190734863,10.050000190734863,10.020000457763672,10.020000457763672,10.020000457763672,159200,ARVL,-0.2985048000182954
2020-09-24,10.050000190734863,10.050000190734863,10.029999732971191,10.029999732971191,10.029999732971191,303400,ARVL,-0.19900952620986395
2020-09-25,10.0600004196167,10.0600004196167,10.0600004196167,10.0600004196167,10.0600004196167,300,ARVL,0.0
2020-09-28,10.050000190734863,10.156999588012695,10.039999961853027,10.039999961853027,10.039999961853027,2000,ARVL,-0.09950476310493198
2020-09-29,10.130000114440918,10.15999984741211,10.0,10.0,10.0,66600,ARVL,-1.283317995777661
2020-09-30,10.095000267028809,10.095000267028809,10.010000228881836,10.020000457763672,10.020000457763672,64900,ARVL,-0.7429401414687717
2020-10-01,10.09000015258789,10.09000015258789,10.0,10.0,10.0,34900,ARVL,-0.8919737485316819
2020-10-02,9.979999542236328,10.020000457763672,9.970000267028809,10.020000457763672,10.020000457763672,10400,ARVL,0.4008107952115227
2020-10-05,9.989999771118164,10.029999732971191,9.989999771118164,10.020000457763672,10.020000457763672,60600,ARVL,0.30030718050907307
2020-10-06,10.020000457763672,10.029999732971191,10.020000457763672,10.029999732971191,10.029999732971191,18000,ARVL,0.09979316118465761
2020-10-07,10.020000457763672,10.020000457763672,9.970000267028809,9.989999771118164,9.989999771118164,838800,ARVL,-0.2994080366759141
2020-10-08,10.0,10.029999732971191,9.949999809265137,9.975000381469727,9.975000381469727,1877800,ARVL,-0.24999618530273438
2020-10-09,10.008000373840332,10.039999961853027,10.008000373840332,10.020000457763672,10.020000457763672,1700,ARVL,0.1199049108222115
2020-10-12,10.015999794006348,10.02400016784668,10.015999794006348,10.020000457763672,10.020000457763672,1200,ARVL,0.039942730027992285
2020-10-13,10.0,10.02400016784668,9.989999771118164,10.02400016784668,10.02400016784668,4000,ARVL,0.24000167846679688
2020-10-14,10.005000114440918,10.029999732971191,9.984000205993652,9.984000205993652,9.984000205993652,1300,ARVL,-0.20989413500310694
2020-10-15,9.979999542236328,9.979999542236328,9.949999809265137,9.979999542236328,9.979999542236328,61100,ARVL,0.0
2020-10-16,9.970000267028809,9.970000267028809,9.970000267028809,9.970000267028809,9.970000267028809,2800,ARVL,0.0
2020-10-19,9.960000038146973,9.979999542236328,9.960000038146973,9.979999542236328,9.979999542236328,2000,ARVL,0.20079823305980946
2020-10-20,9.972000122070312,10.149999618530273,9.970000267028809,10.104999542236328,10.104999542236328,240900,ARVL,1.3337286255307754
2020-10-21,10.149999618530273,10.25,10.109999656677246,10.149999618530273,10.149999618530273,346900,ARVL,0.0
2020-10-22,10.050000190734863,10.239999771118164,10.050000190734863,10.199999809265137,10.199999809265137,580800,ARVL,1.4925334893879774
2020-10-23,10.199999809265137,10.25,10.170000076293945,10.229999542236328,10.229999542236328,20800,ARVL,0.2941150346291305
2020-10-26,10.097000122070312,10.199999809265137,10.097000122070312,10.1899995803833,10.1899995803833,8400,ARVL,0.9210602871015857
2020-10-27,10.100000381469727,10.1899995803833,10.010000228881836,10.140000343322754,10.140000343322754,61400,ARVL,0.39603921130948166
2020-10-28,10.026000022888184,10.140000343322754,10.026000022888184,10.140000343322754,10.140000343322754,8700,ARVL,1.1370468798555848
2020-10-29,9.970000267028809,10.140000343322754,9.970000267028809,10.029999732971191,10.029999732971191,2800,ARVL,0.6018000434844867
2020-10-30,9.970000267028809,10.029999732971191,9.970000267028809,10.029999732971191,10.029999732971191,2600,ARVL,0.6018000434844867
2020-11-02,10.026000022888184,10.029999732971191,9.920000076293945,10.0,10.0,115300,ARVL,-0.2593259807383661
2020-11-03,9.970000267028809,9.970000267028809,9.970000267028809,9.970000267028809,9.970000267028809,200,ARVL,0.0
2020-11-04,10.029999732971191,10.149999618530273,10.0,10.149999618530273,10.149999618530273,4600,ARVL,1.1964096585627166
2020-11-05,10.0,10.09000015258789,10.0,10.09000015258789,10.09000015258789,51600,ARVL,0.9000015258789062
2020-11-06,10.119999885559082,10.149999618530273,10.119999885559082,10.130000114440918,10.130000114440918,25200,ARVL,0.09881649204468812
2020-11-09,10.100000381469727,10.149999618530273,10.100000381469727,10.149999618530273,10.149999618530273,4500,ARVL,0.4950419323971462
2020-11-10,10.01099967956543,10.128999710083008,10.01099967956543,10.128999710083008,10.128999710083008,300,ARVL,1.178703768799845
2020-11-11,9.949000358581543,10.149999618530273,9.949000358581543,10.149999618530273,10.149999618530273,8500,ARVL,2.020296036831056
2020-11-12,10.149999618530273,10.149999618530273,9.920999526977539,10.149999618530273,10.149999618530273,9800,ARVL,0.0
2020-11-13,10.149999618530273,10.149999618530273,10.149999618530273,10.149999618530273,10.149999618530273,500,ARVL,0.0
2020-11-16,10.149999618530273,10.149999618530273,10.149999618530273,10.149999618530273,10.149999618530273,0,ARVL,0.0
2020-11-17,10.050000190734863,10.989999771118164,10.039999961853027,10.75,10.75,3862900,ARVL,6.965172099304729
2020-11-18,13.0,13.699999809265137,11.899999618530273,13.359999656677246,13.359999656677246,16976100,ARVL,2.7692281282865086
2020-11-19,16.209999084472656,18.239999771118164,16.0,17.0,17.0,33707400,ARVL,4.8735407781982865
2020-11-20,17.775999069213867,18.0,16.5,17.0,17.0,9512000,ARVL,-4.365431536041283
2020-11-23,19.770000457763672,25.489999771118164,19.25,25.450000762939453,25.450000762939453,29282300,ARVL,28.73040047374024
2020-11-24,33.20000076293945,33.5,23.549999237060547,27.170000076293945,27.170000076293945,26429400,ARVL,-18.16265225323936
2020-11-25,24.690000534057617,26.8799991607666,23.5,25.950000762939453,25.950000762939453,6992700,ARVL,5.103281497073197
2020-11-27,25.709999084472656,26.0,23.25,24.100000381469727,24.100000381469727,4287200,ARVL,-6.262149981853851
2020-11-30,23.149999618530273,23.799999237060547,20.0,22.0,22.0,6009600,ARVL,-4.967601025832257
2020-12-01,22.350000381469727,22.450000762939453,20.0,20.030000686645508,20.030000686645508,3389700,ARVL,-10.380311656494284
2020-12-02,17.93000030517578,20.850000381469727,17.049999237060547,19.65999984741211,19.65999984741211,3410700,ARVL,9.648630857730303
2020-12-03,21.450000762939453,22.329999923706055,20.670000076293945,21.549999237060547,21.549999237060547,3408800,ARVL,0.4661933359641998
2020-12-04,26.780000686645508,30.0,25.469999313354492,27.239999771118164,27.239999771118164,20643700,ARVL,1.717696313211993
2020-12-07,28.440000534057617,37.18000030517578,28.190000534057617,36.22999954223633,36.22999954223633,15607400,ARVL,27.390994591754634
2020-12-08,32.66999816894531,34.900001525878906,31.15999984741211,33.0099983215332,33.0099983215332,9796300,ARVL,1.0407106570060358
2020-12-09,33.29999923706055,36.45000076293945,29.200000762939453,31.899999618530273,31.899999618530273,7433400,ARVL,-4.204203154972366
2020-12-10,29.804000854492188,33.45000076293945,29.5,31.3799991607666,31.3799991607666,3340000,ARVL,5.287874986880739
2020-12-11,29.920000076293945,30.0,27.030000686645508,28.649999618530273,28.649999618530273,4367800,ARVL,-4.244653925552333
2020-12-14,28.5,30.950000762939453,28.40999984741211,28.75,28.75,2107000,ARVL,0.8771929824561403
2020-12-15,29.25,29.809999465942383,26.25,27.75,27.75,2376600,ARVL,-5.128205128205129
2020-12-16,26.920000076293945,31.0,26.149999618530273,30.709999084472656,30.709999084472656,2624300,ARVL,14.078748133125849
2020-12-17,30.399999618530273,30.649999618530273,28.510000228881836,29.540000915527344,29.540000915527344,1492700,ARVL,-2.8289431374818794
2020-12-18,29.100000381469727,30.010000228881836,28.809999465942383,29.079999923706055,29.079999923706055,873200,ARVL,-0.06873009450682946
2020-12-21,29.610000610351562,30.0,28.135000228881836,28.75,28.75,1514200,ARVL,-2.904426182453063
2020-12-22,30.0,34.43000030517578,29.510000228881836,33.0,33.0,4943000,ARVL,10.0
2020-12-23,31.09000015258789,32.650001525878906,30.0,30.84000015258789,30.84000015258789,2659600,ARVL,-0.8041170755002082
2020-12-24,31.489999771118164,33.91699981689453,30.989999771118164,31.540000915527344,31.540000915527344,2131900,ARVL,0.15878420061164777
2020-12-28,32.45000076293945,32.4900016784668,28.5,28.700000762939453,28.700000762939453,2227400,ARVL,-11.55624009809826
2020-12-29,29.299999237060547,29.395000457763672,26.5,29.0,29.0,2631400,ARVL,-1.0238882077549283
2020-12-30,28.920000076293945,30.34000015258789,28.049999237060547,28.899999618530273,28.899999618530273,1525800,ARVL,-0.0691578759021736
2020-12-31,28.600000381469727,29.0,27.65999984741211,28.1200008392334,28.1200008392334,1115300,ARVL,-1.6783200553637945
2021-01-04,27.5,28.3700008392334,25.0,26.610000610351562,26.610000610351562,2668400,ARVL,-3.236361416903409
